INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date_col1,date_col2,date_col3,date_col4,date_col5
I182070829,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",B2,325,,2018-09-03 13:45:00,2018,9,Monday,13,Part Two,WOODCLIFF ST,42.31580934,-71.07618683,"(42.31580934, -71.07618683)",2011-04-08,2011-04-08,2011-04-08,2011-04-08,2011-04-08
I182070828,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-09-03 10:00:00,2018,9,Monday,10,Part One,HUNTINGTON AVE,42.347972399999996,-71.07849582,"(42.34797240, -71.07849582)",2011-04-09,2011-04-09,2011-04-09,2011-04-09,2011-04-09
I182070827,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,79,,2018-09-03 13:28:00,2018,9,Monday,13,Part Three,ENDICOTT ST,42.36588028,-71.05740251,"(42.36588028, -71.05740251)",2011-04-10,2011-04-10,2011-04-10,2011-04-10,2011-04-10
I182070826,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,462,,2018-09-03 14:11:00,2018,9,Monday,14,Part Three,ROSSETER ST,42.30376511,-71.07484027,"(42.30376511, -71.07484027)",2011-04-11,2011-04-11,2011-04-11,2011-04-11,2011-04-11
I182070825,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,398,,2018-09-03 02:36:00,2018,9,Monday,2,Part Three,TALBOT AVE,42.29019621,-71.07159012,"(42.29019621, -71.07159012)",2011-04-12,2011-04-12,2011-04-12,2011-04-12,2011-04-12
I182070824,3114,Investigate Property,INVESTIGATE PROPERTY,B2,237,,2018-09-03 13:31:00,2018,9,Monday,13,Part Three,CAWFIELD ST,42.31993148,-71.06368978,"(42.31993148, -71.06368978)",2011-04-13,2011-04-13,2011-04-13,2011-04-13,2011-04-13
I182070823,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,330,,2018-09-03 14:00:00,2018,9,Monday,14,Part One,BLUE HILL AVE,42.307821399999995,-71.08354076,"(42.30782140, -71.08354076)",2011-04-14,2011-04-14,2011-04-14,2011-04-14,2011-04-14
I182070822,1402,Vandalism,VANDALISM,C6,231,,2018-09-03 13:44:00,2018,9,Monday,13,Part Two,E SEVENTH ST,42.33238533,-71.03016099,"(42.33238533, -71.03016099)",2011-04-15,2011-04-15,2011-04-15,2011-04-15,2011-04-15
I182070820,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,, ,,2018-09-03 13:18:00,2018,9,Monday,13,Part Two,,42.31224532,-71.07317861,"(42.31224532, -71.07317861)",2011-04-16,2011-04-16,2011-04-16,2011-04-16,2011-04-16
I182070819,1848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,A1,111,,2018-09-03 13:14:00,2018,9,Monday,13,Part Two,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)",2011-04-17,2011-04-17,2011-04-17,2011-04-17,2011-04-17
I182070818,1844,Drug Violation,DRUGS - POSS CLASS C,A1,119,,2018-09-03 12:46:00,2018,9,Monday,12,Part Two,BEACON ST,42.35678442,-71.06670845,"(42.35678442, -71.06670845)",2011-04-18,2011-04-18,2011-04-18,2011-04-18,2011-04-18
I182070817,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,788,,2018-08-31 12:00:00,2018,8,Friday,12,Part Three,SUTHERLAND RD,42.34023408,-71.14800614,"(42.34023408, -71.14800614)",2011-04-19,2011-04-19,2011-04-19,2011-04-19,2011-04-19
I182070816,3301,Verbal Disputes,VERBAL DISPUTE,C6,185,,2018-09-03 12:45:00,2018,9,Monday,12,Part Three,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)",2011-04-20,2011-04-20,2011-04-20,2011-04-20,2011-04-20
I182070816,619,Larceny,LARCENY ALL OTHERS,C6,185,,2018-09-03 12:45:00,2018,9,Monday,12,Part One,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)",2011-04-21,2011-04-21,2011-04-21,2011-04-21,2011-04-21
I182070815,423,Aggravated Assault,ASSAULT - AGGRAVATED,E13,582,,2018-09-03 12:40:00,2018,9,Monday,12,Part One,CENTRE ST,42.32259354,-71.10619643,"(42.32259354, -71.10619643)",2011-04-22,2011-04-22,2011-04-22,2011-04-22,2011-04-22
I182070813,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,627,,2018-09-03 03:00:00,2018,9,Monday,3,Part One,PETERBOROUGH ST,42.34280177,-71.10069509999998,"(42.34280177, -71.10069510)",2011-04-23,2011-04-23,2011-04-23,2011-04-23,2011-04-23
I182070812,3115,Investigate Person,INVESTIGATE PERSON,E18,525,,2018-09-03 12:00:00,2018,9,Monday,12,Part Three,WOLCOTT ST,42.23797683,-71.13000944,"(42.23797683, -71.13000944)",2011-04-24,2011-04-24,2011-04-24,2011-04-24,2011-04-24
I182070811,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,12,,2018-09-03 11:49:00,2018,9,Monday,11,Part Three,BENNINGTON ST,42.38512136,-71.01150101,"(42.38512136, -71.01150101)",2011-04-25,2011-04-25,2011-04-25,2011-04-25,2011-04-25
I182070809,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,605,,2018-09-03 12:37:00,2018,9,Monday,12,Part Three,FISHER AVE,42.33061023,-71.10853621,"(42.33061023, -71.10853621)",2011-04-26,2011-04-26,2011-04-26,2011-04-26,2011-04-26
I182070808,3205,License Plate Related Incidents,M/V PLATES - LOST,B2,297,,2018-09-03 09:40:00,2018,9,Monday,9,Part Three,KENSINGTON PARK,42.32171349,-71.08260822,"(42.32171349, -71.08260822)",2011-04-27,2011-04-27,2011-04-27,2011-04-27,2011-04-27
I182070807,2647,Other,THREATS TO DO BODILY HARM,E5,748,,2018-09-03 12:01:00,2018,9,Monday,12,Part Two,KEANE RD,42.29476186,-71.1623927,"(42.29476186, -71.16239270)",2011-04-28,2011-04-28,2011-04-28,2011-04-28,2011-04-28
I182070806,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,361,,2018-09-03 12:23:00,2018,9,Monday,12,Part One,DORCHESTER AVE,42.29328831,-71.06219497,"(42.29328831, -71.06219497)",2011-04-29,2011-04-29,2011-04-29,2011-04-29,2011-04-29
I182070806,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,361,,2018-09-03 12:23:00,2018,9,Monday,12,Part Two,DORCHESTER AVE,42.29328831,-71.06219497,"(42.29328831, -71.06219497)",2011-04-30,2011-04-30,2011-04-30,2011-04-30,2011-04-30
I182070805,616,Larceny,LARCENY THEFT OF BICYCLE,E5,564,,2018-09-02 21:51:00,2018,9,Sunday,21,Part One,ARCHDALE RD,42.29277202,-71.12138967,"(42.29277202, -71.12138967)",2011-05-01,2011-05-01,2011-05-01,2011-05-01,2011-05-01
I182070804,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,756,,2018-09-03 11:00:00,2018,9,Monday,11,Part One,CHAMPNEY ST,42.3524123,-71.16878833,"(42.35241230, -71.16878833)",2011-05-02,2011-05-02,2011-05-02,2011-05-02,2011-05-02
I182070803,1402,Vandalism,VANDALISM,B3,463,,2018-08-17 12:10:00,2018,8,Friday,12,Part Two,BLUE HILL AVE,42.29216506,-71.08896989,"(42.29216506, -71.08896989)",2011-05-03,2011-05-03,2011-05-03,2011-05-03,2011-05-03
I182070802,3001,Medical Assistance,DEATH INVESTIGATION,A15,56,,2018-09-03 11:49:00,2018,9,Monday,11,Part Three,HIGH ST,42.37604137,-71.06211228,"(42.37604137, -71.06211228)",2011-05-04,2011-05-04,2011-05-04,2011-05-04,2011-05-04
I182070801,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,326,,2018-09-02 19:30:00,2018,9,Sunday,19,Part Three,LAWRENCE AVE,42.31161123,-71.076256,"(42.31161123, -71.07625600)",2011-05-05,2011-05-05,2011-05-05,2011-05-05,2011-05-05
I182070800,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,325,,2018-09-03 11:14:00,2018,9,Monday,11,Part Two,BEAUFORD LN,42.31620533,-71.07609249,"(42.31620533, -71.07609249)",2011-05-06,2011-05-06,2011-05-06,2011-05-06,2011-05-06
I182070799,3410,Towed,TOWED MOTOR VEHICLE,, ,,2018-09-03 11:55:00,2018,9,Monday,11,Part Three,CHELSEA,-1.0,-1.0,"(-1.00000000, -1.00000000)",2011-05-07,2011-05-07,2011-05-07,2011-05-07,2011-05-07
I182070798,2629,Harassment,HARASSMENT,C11,450,,2018-09-03 11:36:00,2018,9,Monday,11,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)",2011-05-08,2011-05-08,2011-05-08,2011-05-08,2011-05-08
I182070797,3301,Verbal Disputes,VERBAL DISPUTE,C11,341,,2018-09-03 11:30:00,2018,9,Monday,11,Part Three,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)",2011-05-09,2011-05-09,2011-05-09,2011-05-09,2011-05-09
I182070796,3115,Investigate Person,INVESTIGATE PERSON,A1,61,,2018-09-03 11:07:00,2018,9,Monday,11,Part Three,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)",2011-05-10,2011-05-10,2011-05-10,2011-05-10,2011-05-10
I182070795,301,Robbery,ROBBERY - STREET,C11,362,,2018-09-02 20:30:00,2018,9,Sunday,20,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)",2011-05-11,2011-05-11,2011-05-11,2011-05-11,2011-05-11
I182070794,3301,Verbal Disputes,VERBAL DISPUTE,C11,332,,2018-09-03 11:00:00,2018,9,Monday,11,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)",2011-05-12,2011-05-12,2011-05-12,2011-05-12,2011-05-12
I182070793,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,344,,2018-09-03 10:33:00,2018,9,Monday,10,Part Three,WESTVILLE TER,42.30098009,-71.06869928,"(42.30098009, -71.06869928)",2011-05-13,2011-05-13,2011-05-13,2011-05-13,2011-05-13
I182070792,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-03 11:18:00,2018,9,Monday,11,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2011-05-14,2011-05-14,2011-05-14,2011-05-14,2011-05-14
I182070791,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,325,,2018-09-03 11:14:00,2018,9,Monday,11,Part Two,BEAUFORD LN,42.31620533,-71.07609249,"(42.31620533, -71.07609249)",2011-05-15,2011-05-15,2011-05-15,2011-05-15,2011-05-15
I182070790,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,101,,2018-09-03 10:52:00,2018,9,Monday,10,Part Three,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)",2011-05-16,2011-05-16,2011-05-16,2011-05-16,2011-05-16
I182070788,3114,Investigate Property,INVESTIGATE PROPERTY,B2,305,,2018-09-02 21:30:00,2018,9,Sunday,21,Part Three,TOWNSEND ST,42.3191711,-71.09192415,"(42.31917110, -71.09192415)",2011-05-17,2011-05-17,2011-05-17,2011-05-17,2011-05-17
I182070787,3410,Towed,TOWED MOTOR VEHICLE,E18,499,,2018-09-03 10:11:00,2018,9,Monday,10,Part Three,NAVARRE ST,42.27758926,-71.11755202,"(42.27758926, -71.11755202)",2011-05-18,2011-05-18,2011-05-18,2011-05-18,2011-05-18
I182070786,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A1,95,,2018-09-03 11:08:00,2018,9,Monday,11,Part Three,ATLANTIC AVE,42.357875,-71.05132900000001,"(42.35787500, -71.05132900)",2011-05-19,2011-05-19,2011-05-19,2011-05-19,2011-05-19
I182070785,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,416,,2018-09-02 15:10:00,2018,9,Sunday,15,Part Three,FULLER ST,42.28202294,-71.07125917,"(42.28202294, -71.07125917)",2011-05-20,2011-05-20,2011-05-20,2011-05-20,2011-05-20
I182070784,3301,Verbal Disputes,VERBAL DISPUTE,B2,909,,2018-09-03 10:42:00,2018,9,Monday,10,Part Three,WHITTIER ST,42.33380238,-71.08880867,"(42.33380238, -71.08880867)",2011-05-21,2011-05-21,2011-05-21,2011-05-21,2011-05-21
I182070783,3207,Property Found,PROPERTY - FOUND,B2,289,,2018-09-03 10:46:00,2018,9,Monday,10,Part Three,TREMONT ST,42.33402461,-71.09039049,"(42.33402461, -71.09039049)",2011-05-22,2011-05-22,2011-05-22,2011-05-22,2011-05-22
I182070782,561,Other Burglary,BURGLARY - OTHER - ATTEMPT,E18,495,,2018-09-03 10:12:00,2018,9,Monday,10,Part One,GREENWOOD AVE,42.26597955,-71.12179590000001,"(42.26597955, -71.12179590)",2011-05-23,2011-05-23,2011-05-23,2011-05-23,2011-05-23
I182070781,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,E18,485,,2018-08-14 00:00:00,2018,8,Tuesday,0,Part Two,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)",2011-05-24,2011-05-24,2011-05-24,2011-05-24,2011-05-24
I182070780,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,449,,2018-09-03 09:36:00,2018,9,Monday,9,Part Three,ASPINWALL RD,42.29125586,-71.07475092,"(42.29125586, -71.07475092)",2011-05-25,2011-05-25,2011-05-25,2011-05-25,2011-05-25
I182070779,423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part One,HUNTINGTON AVE,42.337500899999995,-71.09583094,"(42.33750090, -71.09583094)",2011-05-26,2011-05-26,2011-05-26,2011-05-26,2011-05-26
I182070779,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part Two,HUNTINGTON AVE,42.337500899999995,-71.09583094,"(42.33750090, -71.09583094)",2011-05-27,2011-05-27,2011-05-27,2011-05-27,2011-05-27
I182070779,2405,Disorderly Conduct,DISORDERLY CONDUCT,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part Two,HUNTINGTON AVE,42.337500899999995,-71.09583094,"(42.33750090, -71.09583094)",2011-05-28,2011-05-28,2011-05-28,2011-05-28,2011-05-28
I182070779,2610,Other,TRESPASSING,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part Two,HUNTINGTON AVE,42.337500899999995,-71.09583094,"(42.33750090, -71.09583094)",2011-05-29,2011-05-29,2011-05-29,2011-05-29,2011-05-29
I182070778,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,904,,2018-09-03 09:51:47,2018,9,Monday,9,Part Three,WHEATLEY WAY,42.32935767,-71.07974589,"(42.32935767, -71.07974589)",2011-05-30,2011-05-30,2011-05-30,2011-05-30,2011-05-30
I182070777,619,Larceny,LARCENY ALL OTHERS,C11,388,,2018-08-23 13:34:00,2018,8,Thursday,13,Part One,ADAMS ST,42.27230624,-71.06721386,"(42.27230624, -71.06721386)",2011-05-31,2011-05-31,2011-05-31,2011-05-31,2011-05-31
I182070776,3410,Towed,TOWED MOTOR VEHICLE,D14,794,,2018-09-03 10:08:00,2018,9,Monday,10,Part Three,GREYLOCK RD,42.35042708,-71.13496065,"(42.35042708, -71.13496065)",2011-06-01,2011-06-01,2011-06-01,2011-06-01,2011-06-01
I182070775,3115,Investigate Person,INVESTIGATE PERSON,C6,214,,2018-09-03 09:00:00,2018,9,Monday,9,Part Three,W BROADWAY,42.33793018,-71.04947397,"(42.33793018, -71.04947397)",2011-06-02,2011-06-02,2011-06-02,2011-06-02,2011-06-02
I182070774,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,167,,2018-09-03 09:38:00,2018,9,Monday,9,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)",2011-06-03,2011-06-03,2011-06-03,2011-06-03,2011-06-03
I182070773,3301,Verbal Disputes,VERBAL DISPUTE,C11,342,,2018-09-03 09:38:00,2018,9,Monday,9,Part Three,TOPLIFF ST,42.30375506,-71.06839375,"(42.30375506, -71.06839375)",2011-06-04,2011-06-04,2011-06-04,2011-06-04,2011-06-04
I182070771,1109,Fraud,FRAUD - WIRE,D4,142,,2018-09-03 09:41:00,2018,9,Monday,9,Part Two,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2011-06-05,2011-06-05,2011-06-05,2011-06-05,2011-06-05
I182070770,3201,Property Lost,PROPERTY - LOST,B2,265,,2018-09-03 01:00:00,2018,9,Monday,1,Part Three,PERRIN ST,42.3218854,-71.07906279,"(42.32188540, -71.07906279)",2011-06-06,2011-06-06,2011-06-06,2011-06-06,2011-06-06
I182070769,3115,Investigate Person,INVESTIGATE PERSON,D14,771,,2018-08-30 12:00:00,2018,8,Thursday,12,Part Three,PEACEABLE ST,42.34793886,-71.15229604,"(42.34793886, -71.15229604)",2011-06-07,2011-06-07,2011-06-07,2011-06-07,2011-06-07
I182070768,3201,Property Lost,PROPERTY - LOST,D4,165,,2018-09-03 09:23:00,2018,9,Monday,9,Part Three,ALBANY ST,42.34255919,-71.06270824,"(42.34255919, -71.06270824)",2011-06-08,2011-06-08,2011-06-08,2011-06-08,2011-06-08
I182070766,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,623,,2018-09-02 20:00:00,2018,9,Sunday,20,Part One,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)",2011-06-09,2011-06-09,2011-06-09,2011-06-09,2011-06-09
I182070765,1402,Vandalism,VANDALISM,D4,131,,2018-09-03 05:30:00,2018,9,Monday,5,Part Two,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)",2011-06-10,2011-06-10,2011-06-10,2011-06-10,2011-06-10
I182070764,3115,Investigate Person,INVESTIGATE PERSON,B2,909,,2018-09-03 08:12:00,2018,9,Monday,8,Part Three,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)",2011-06-11,2011-06-11,2011-06-11,2011-06-11,2011-06-11
I182070763,1402,Vandalism,VANDALISM,B3,437,,2018-09-03 07:44:00,2018,9,Monday,7,Part Two,NORFOLK ST,42.28996858,-71.07232540000001,"(42.28996858, -71.07232540)",2011-06-12,2011-06-12,2011-06-12,2011-06-12,2011-06-12
I182070761,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,940,,2018-09-03 07:38:00,2018,9,Monday,7,Part Three,GARFIELD AVE,42.24235156,-71.12079258,"(42.24235156, -71.12079258)",2011-06-13,2011-06-13,2011-06-13,2011-06-13,2011-06-13
I182070760,3301,Verbal Disputes,VERBAL DISPUTE,B2,263,,2018-09-03 07:50:00,2018,9,Monday,7,Part Three,HUCKINS ST,42.32368852,-71.07519735,"(42.32368852, -71.07519735)",2011-06-14,2011-06-14,2011-06-14,2011-06-14,2011-06-14
I182070759,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,562,,2018-09-02 16:45:00,2018,9,Sunday,16,Part One,WASHINGTON ST,42.28788933,-71.12658585,"(42.28788933, -71.12658585)",2011-06-15,2011-06-15,2011-06-15,2011-06-15,2011-06-15
I182070758,3115,Investigate Person,INVESTIGATE PERSON,B3,445,,2018-09-03 07:27:19,2018,9,Monday,7,Part Three,GREENWOOD ST,42.29716347,-71.07954018,"(42.29716347, -71.07954018)",2011-06-16,2011-06-16,2011-06-16,2011-06-16,2011-06-16
I182070757,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,50,,2018-09-03 06:23:00,2018,9,Monday,6,Part One,CAMBRIDGE ST,42.38356867,-71.0753672,"(42.38356867, -71.07536720)",2011-06-17,2011-06-17,2011-06-17,2011-06-17,2011-06-17
I182070757,2403,Disorderly Conduct,DISTURBING THE PEACE,A15,50,,2018-09-03 06:23:00,2018,9,Monday,6,Part Two,CAMBRIDGE ST,42.38356867,-71.0753672,"(42.38356867, -71.07536720)",2011-06-18,2011-06-18,2011-06-18,2011-06-18,2011-06-18
I182070757,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15,50,,2018-09-03 06:23:00,2018,9,Monday,6,Part Three,CAMBRIDGE ST,42.38356867,-71.0753672,"(42.38356867, -71.07536720)",2011-06-19,2011-06-19,2011-06-19,2011-06-19,2011-06-19
I182070755,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2018-09-03 06:44:00,2018,9,Monday,6,Part Three,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)",2011-06-20,2011-06-20,2011-06-20,2011-06-20,2011-06-20
I182070752,3114,Investigate Property,INVESTIGATE PROPERTY,A1,120,,2018-09-03 06:55:00,2018,9,Monday,6,Part Three,ARLINGTON ST,42.35061995,-71.07009458,"(42.35061995, -71.07009458)",2011-06-21,2011-06-21,2011-06-21,2011-06-21,2011-06-21
I182070751,3115,Investigate Person,INVESTIGATE PERSON,E13,652,,2018-08-29 10:00:00,2018,8,Wednesday,10,Part Three,ARBORWAY,42.3056348,-71.11982238,"(42.30563480, -71.11982238)",2011-06-22,2011-06-22,2011-06-22,2011-06-22,2011-06-22
I182070749,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,123,,2018-09-03 04:06:00,2018,9,Monday,4,Part Three,HARVARD ST,42.34993442,-71.06230334,"(42.34993442, -71.06230334)",2011-06-23,2011-06-23,2011-06-23,2011-06-23,2011-06-23
I182070747,3115,Investigate Person,INVESTIGATE PERSON,E18,480,,2018-09-03 03:50:00,2018,9,Monday,3,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)",2011-06-24,2011-06-24,2011-06-24,2011-06-24,2011-06-24
I182070746,1402,Vandalism,VANDALISM,C11,462,,2018-08-31 07:00:00,2018,8,Friday,7,Part Two,BULLARD ST,42.3021878,-71.07365004,"(42.30218780, -71.07365004)",2011-06-25,2011-06-25,2011-06-25,2011-06-25,2011-06-25
I182070741,301,Robbery,ROBBERY - STREET,D14,805,,2018-09-03 03:26:00,2018,9,Monday,3,Part One,PORTSMOUTH ST,42.36053257,-71.14426332,"(42.36053257, -71.14426332)",2011-06-26,2011-06-26,2011-06-26,2011-06-26,2011-06-26
I182070741,423,Aggravated Assault,ASSAULT - AGGRAVATED,D14,805,,2018-09-03 03:26:00,2018,9,Monday,3,Part One,PORTSMOUTH ST,42.36053257,-71.14426332,"(42.36053257, -71.14426332)",2011-06-27,2011-06-27,2011-06-27,2011-06-27,2011-06-27
I182070739,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,446,,2018-09-03 01:00:00,2018,9,Monday,1,Part Three,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)",2011-06-28,2011-06-28,2011-06-28,2011-06-28,2011-06-28
I182070739,900,Arson,ARSON,B3,446,,2018-09-03 01:00:00,2018,9,Monday,1,Other,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)",2011-06-29,2011-06-29,2011-06-29,2011-06-29,2011-06-29
I182070738,2610,Other,TRESPASSING,B3,446,,2018-09-03 03:43:00,2018,9,Monday,3,Part Two,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)",2011-06-30,2011-06-30,2011-06-30,2011-06-30,2011-06-30
I182070737,3301,Verbal Disputes,VERBAL DISPUTE,D4,594,,2018-09-03 02:58:00,2018,9,Monday,2,Part Three,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201850, -71.08566213)",2011-07-01,2011-07-01,2011-07-01,2011-07-01,2011-07-01
I182070736,3301,Verbal Disputes,VERBAL DISPUTE,B3,472,,2018-09-03 00:25:00,2018,9,Monday,0,Part Three,WOODHAVEN ST,42.27105479,-71.09753898,"(42.27105479, -71.09753898)",2011-07-02,2011-07-02,2011-07-02,2011-07-02,2011-07-02
I182070734,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,2018-09-03 01:33:00,2018,9,Monday,1,Part One,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)",2011-07-03,2011-07-03,2011-07-03,2011-07-03,2011-07-03
I182070733,3115,Investigate Person,INVESTIGATE PERSON,D4,620,,2018-09-03 02:45:00,2018,9,Monday,2,Part Three,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)",2011-07-04,2011-07-04,2011-07-04,2011-07-04,2011-07-04
I182070732,3125,Warrant Arrests,WARRANT ARREST,A1,121,,2018-09-03 02:26:00,2018,9,Monday,2,Part Three,FAYETTE ST,42.34943694,-71.06650735,"(42.34943694, -71.06650735)",2011-07-05,2011-07-05,2011-07-05,2011-07-05,2011-07-05
I182070731,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,122,,2018-09-03 01:32:00,2018,9,Monday,1,Part Three,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)",2011-07-06,2011-07-06,2011-07-06,2011-07-06,2011-07-06
I182070730,3115,Investigate Person,INVESTIGATE PERSON,E18,512,,2018-09-03 02:15:00,2018,9,Monday,2,Part Three,BEACON ST,42.253372,-71.11654302,"(42.25337200, -71.11654302)",2011-07-07,2011-07-07,2011-07-07,2011-07-07,2011-07-07
I182070727,3114,Investigate Property,INVESTIGATE PROPERTY,C11,823,,2018-09-03 02:24:00,2018,9,Monday,2,Part Three,WHITBY TER,42.314341799999994,-71.06050395,"(42.31434180, -71.06050395)",2011-07-08,2011-07-08,2011-07-08,2011-07-08,2011-07-08
I182070726,3301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2018-09-03 01:40:00,2018,9,Monday,1,Part Three,WAVERLY ST,42.32037671,-71.07903447,"(42.32037671, -71.07903447)",2011-07-09,2011-07-09,2011-07-09,2011-07-09,2011-07-09
I182070725,801,Simple Assault,ASSAULT - SIMPLE,D14,752,,2018-09-03 02:24:00,2018,9,Monday,2,Part Two,WASHINGTON ST,42.35042609,-71.16637332,"(42.35042609, -71.16637332)",2011-07-10,2011-07-10,2011-07-10,2011-07-10,2011-07-10
I182070724,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,, ,,2018-09-03 02:06:00,2018,9,Monday,2,Part Three,,42.30340674,-71.08526661,"(42.30340674, -71.08526661)",2011-07-11,2011-07-11,2011-07-11,2011-07-11,2011-07-11
